Sample Time,Vehicle Speed,Engine Speed,Engine Fuel Rate,Vehicle Fuel Rate
01:38.7,65,1870,0,0
01:38.8,65,1864,0,0
01:38.8,65,1856,0,0
01:38.9,65,1846,0,0
01:39.0,65,1839,0,0
01:39.1,65,1829,0,0
01:39.2,65,1822,0,0
01:39.3,65,1815,0,0
01:39.3,64,1809,0,0
01:39.4,64,1806,0,0
01:39.4,64,1802,0,0
01:39.5,64,1796,0,0
01:39.6,64,1792,0,0
01:39.6,64,1789,0,0
01:39.7,64,1786,0,0
01:39.8,64,1786,0,0
01:39.8,62,1785,0,0
01:39.9,62,1782,0,0
01:40.0,62,1779,0,0
01:40.0,62,1774,0,0
01:40.1,62,1771,0,0
01:40.2,62,1764,0,0
01:40.3,62,1764,0,0
01:40.3,62,1760,0,0
01:40.4,62,1760,0,0
01:40.5,62,1756,0,0
01:40.5,62,1753,0,0
01:40.6,62,1750,0,0
01:40.7,62,1748,0,0
01:40.7,61,1746,0,0
01:40.8,61,1745,0,0
01:40.9,61,1740,0,0
01:41.0,61,1738,0,0
01:41.0,61,1734,0,0
01:41.1,61,1732,0,0
01:41.2,61,1728,0,0
01:41.2,60,1730,0,0
01:41.3,60,1728,0,0
01:41.4,60,1728,0,0
01:41.4,60,1729,0,0
01:41.5,60,1728,0,0
01:41.5,60,1725,0,0
01:41.6,60,1723,0,0
01:41.7,60,1718,0,0
01:41.7,60,1716,0,0
01:41.8,60,1711,0,0
01:41.9,60,1709,0,0
01:42.0,60,1707,0,0
01:42.0,60,1705,0,0
01:42.1,60,1703,0,0
01:42.1,60,1700,0,0
01:42.2,60,1699,0,0
01:42.3,60,1697,0,0
01:42.3,60,1696,0,0
01:42.4,60,1694,0,0
01:42.5,60,1692,0,0
01:42.6,60,1689,0,0
01:42.6,59,1685,0,0
01:42.7,59,1685,0,0
01:42.8,59,1677,0,0
01:42.8,59,1675,0,0
01:42.9,59,1671,0,0
01:42.9,59,1668,0,0
01:43.0,59,1664,0,0
01:43.1,59,1664,0,0
01:43.2,59,1663,0,0
01:43.2,59,1664,0,0
01:43.3,59,1664,0,0
01:43.4,59,1660,0,0
01:43.4,59,1660,0,0
01:43.5,59,1657,0,0
01:43.6,58,1653,0,0
01:43.6,58,1650,0,0
01:43.7,58,1646,0,0
01:43.8,58,1646,0,0
01:43.8,58,1646,0,0
01:43.9,58,1645,0,0
01:44.0,58,1646,0,0
01:44.0,57,1646,0,0
01:44.1,57,1644,0,0
01:44.1,57,1642,0,0
01:44.2,57,1639,0,0
01:44.3,57,1637,0,0
01:44.3,57,1635,0,0
01:44.4,57,1633,0,0
01:44.5,57,1629,0,0
01:44.5,57,1628,0,0
01:44.6,57,1624,0,0
01:44.6,57,1621,0,0
01:44.7,57,1621,0,0
01:44.8,57,1621,0,0
01:44.8,57,1619,0,0
01:44.9,57,1619,0,0
01:44.9,57,1619,0,0
01:45.0,56,1617,0,0
01:45.1,56,1617,0,0
01:45.1,56,1619,0,0
01:45.2,56,1619,0,0
01:45.3,56,1618,0,0
01:45.3,56,1616,0,0
01:45.4,56,1615,0,0
01:45.4,56,1611,0,0
01:45.5,56,1609,0,0
01:45.6,56,1608,0,0
01:45.6,56,1607,0,0
01:45.7,56,1604,0,0
01:45.8,56,1603,0,0
01:45.9,56,1603,0,0
01:46.0,56,1603,0,0
01:46.0,56,1600,0,0
01:46.1,56,1598,0,0
01:46.2,56,1598,0,0
01:46.3,56,1597,0,0
01:46.3,56,1598,0,0
01:46.4,56,1595,0,0
01:46.4,55,1593,0,0
01:46.5,55,1592,0,0
01:46.6,55,1591,0,0
01:46.6,55,1590,0,0
01:46.7,55,1590,0,0
01:46.8,55,1591,0,0
01:46.9,54,1589,0,0
01:46.9,54,1588,0,0
01:47.0,54,1588,0,0
01:47.1,54,1586,0,0
01:47.1,54,1583,0,0
01:47.2,54,1582,0,0
01:47.3,54,1582,0,0
01:47.3,54,1580,0,0
01:47.4,56,1603,0,0
01:47.4,56,1651,0,0
01:47.5,56,1688,0,0
01:47.6,56,1629,0.18,0.18
01:47.6,56,1651,0.18,0.18
01:47.7,56,1644,0.18,0.18
01:47.8,55,1653,0.18,0.18
01:47.8,55,1677,0.18,0.18
01:47.9,55,1724,0.18,0.18
01:48.0,55,1810,0.18,0.18
01:48.0,55,1887,1.14,1.14
01:48.1,55,2058,1.14,1.14
01:48.2,55,2182,1.14,1.14
01:48.3,55,2414,1.14,1.14
01:48.3,55,2605,1.14,1.14
01:48.4,55,2725,1.14,1.14
01:48.5,55,2779,1.14,1.14
01:48.5,55,2749,1.14,1.14
01:48.6,55,2746,2.4,2.4
01:48.7,55,2769,2.4,2.4
01:48.7,57,2785,2.4,2.4
01:48.8,57,2789,2.4,2.4
01:48.9,57,2796,2.4,2.4
01:48.9,57,2810,2.4,2.4
01:49.0,57,2838,2.4,2.4
01:49.0,57,2853,2.4,2.4
01:49.1,57,2862,3.22,3.22
01:49.2,57,2884,3.22,3.22
01:49.2,57,2904,3.22,3.22
01:49.3,57,2913,3.22,3.22
01:49.4,57,2933,3.22,3.22
01:49.4,57,2954,3.22,3.22
01:49.5,57,2971,3.22,3.22
01:49.5,57,2982,3.22,3.22
01:49.6,57,3002,3.56,3.56
01:49.7,57,3014,3.56,3.56
01:49.7,60,3035,3.56,3.56
01:49.8,60,3058,3.56,3.56
01:49.9,60,3071,3.56,3.56
01:50.0,60,3096,3.56,3.56
01:50.0,60,3114,3.56,3.56
01:50.1,60,3135,3.56,3.56
01:50.2,63,3158,3.7,3.7
01:50.2,63,3171,3.7,3.7
01:50.3,63,3193,3.7,3.7
01:50.4,63,3207,3.7,3.7
01:50.4,63,3240,3.7,3.7
01:50.5,63,3249,3.7,3.7
01:50.6,63,3271,3.7,3.7
01:50.6,66,3283,3.7,3.7
01:50.7,66,3309,3.86,3.86
01:50.7,66,3317,3.86,3.86
01:50.8,66,3332,3.86,3.86
01:50.9,66,3335,3.86,3.86
01:50.9,66,3317,3.86,3.86
01:51.0,66,3285,3.86,3.86
01:51.1,66,3317,3.86,3.86
01:51.1,68,3365,3.86,3.86
01:51.2,68,3368,3.3,3.3
01:51.3,68,3347,3.3,3.3
01:51.3,68,3300,3.3,3.3
01:51.4,68,3285,3.3,3.3
01:51.5,68,3226,3.3,3.3
01:51.5,68,3101,3.3,3.3
01:51.6,70,3009,3.3,3.3
01:51.7,70,2915,3.3,3.3
01:51.7,70,2832,1.52,1.52
01:51.8,70,2725,1.52,1.52
01:51.9,70,2616,1.52,1.52
01:52.0,70,2507,1.52,1.52
01:52.0,72,2439,1.52,1.52
01:52.1,72,2396,1.52,1.52
01:52.2,72,2425,1.52,1.52
01:52.3,72,2476,0.18,0.18
01:52.3,72,2525,0.18,0.18
01:52.4,72,2529,0.18,0.18
01:52.5,72,2523,0.18,0.18
01:52.5,72,2526,0.18,0.18
01:52.6,72,2526,0.18,0.18
01:52.7,72,2526,0.18,0.18
01:52.7,72,2523,0,0
01:52.8,72,2517,0,0
01:52.9,72,2517,0,0
01:53.0,72,2517,0,0
01:53.0,72,2513,0,0
01:53.1,72,2511,0,0
01:53.2,72,2511,0,0
01:53.2,72,2511,0,0
01:53.3,72,2509,0,0
01:53.3,72,2511,0,0
01:53.4,72,2509,0,0
01:53.5,72,2511,0,0
01:53.5,72,2511,0,0
01:53.6,72,2511,0,0
01:53.7,72,2511,0,0
01:53.7,72,2513,0,0
01:53.8,72,2478,0,0
01:53.8,72,2421,0,0
01:53.9,72,2368,0,0
01:54.0,72,2261,0,0
01:54.0,72,2209,0,0
01:54.1,72,2135,0,0
01:54.2,72,2058,0,0
01:54.2,72,2020,0,0
01:54.3,72,1973,0,0
01:54.3,72,1971,0,0
01:54.4,72,2021,0,0
01:54.5,72,2094,0,0
01:54.6,72,2135,0,0
01:54.7,72,2143,0,0
01:54.7,72,2141,0,0
01:54.8,72,2144,0,0
01:54.9,72,2146,0,0
01:54.9,72,2144,0,0
01:55.0,72,2139,0,0
01:55.1,72,2135,0,0
01:55.2,72,2132,0,0
01:55.2,72,2132,0,0
01:55.3,72,2132,0,0
01:55.4,74,2130,0,0
01:55.5,74,2131,0,0
01:55.5,74,2130,0,0
01:55.6,74,2131,0,0
01:55.7,74,2132,0,0
01:55.8,74,2130,0,0
01:55.8,73,2130,0,0
01:55.9,73,2128,0,0
01:56.0,73,2128,0,0
01:56.0,73,2128,0,0
01:56.1,73,2128,0,0
01:56.2,73,2131,0,0
01:56.3,73,2131,0,0
01:56.3,73,2132,0,0
01:56.4,73,2136,0,0
01:56.5,73,2136,0,0
01:56.6,73,2139,0,0
01:56.7,73,2139,0,0
01:56.7,73,2139,0,0
01:56.8,73,2139,0,0
01:56.9,73,2137,0,0
01:56.9,73,2137,0,0
01:57.0,73,2137,0,0
01:57.1,73,2139,0,0
01:57.1,73,2139,0,0
01:57.2,73,2139,0,0
01:57.3,73,2142,0,0
01:57.4,73,2143,0,0
01:57.5,73,2150,0,0
01:57.5,73,2152,0,0
01:57.6,73,2150,0,0
01:57.7,73,2150,0,0
01:57.7,73,2152,0,0
01:57.8,73,2152,0,0
01:57.9,73,2150,0,0
01:57.9,73,2150,0,0
01:58.0,73,2150,0,0
01:58.0,73,2150,0,0
01:58.1,73,2150,0,0
01:58.2,73,2156,0,0
01:58.2,73,2156,0,0
01:58.3,73,2157,0,0
01:58.3,73,2159,0,0
01:58.4,73,2158,0,0
01:58.5,73,2159,0,0
01:58.5,73,2159,0,0
01:58.6,73,2160,0,0
01:58.7,75,2162,0,0
01:58.7,75,2162,0,0
01:58.8,75,2160,0,0
01:58.9,75,2160,0,0
01:59.0,75,2162,0,0
01:59.0,75,2159,0,0
01:59.1,74,2160,0,0
01:59.2,74,2162,0,0
01:59.2,74,2162,0,0
01:59.3,74,2163,0,0
01:59.4,74,2165,0,0
01:59.4,74,2168,0,0
01:59.5,74,2169,0,0
01:59.6,74,2171,0,0
01:59.6,74,2171,0,0
01:59.7,74,2171,0,0
01:59.8,74,2173,0,0
01:59.9,74,2171,0,0
01:59.9,74,2169,0,0
02:00.0,74,2171,0,0
02:00.1,74,2171,0,0
02:00.1,74,2171,0,0
02:00.2,74,2173,0,0
02:00.2,74,2173,0,0
02:00.3,74,2175,0,0
02:00.4,74,2177,0,0
02:00.4,74,2181,0,0
02:00.5,74,2181,0,0
02:00.6,74,2181,0,0
02:00.7,74,2183,0,0
02:00.8,74,2185,0,0
02:00.8,74,2185,0,0
02:00.9,74,2183,0,0
02:00.9,74,2182,0,0
02:01.0,74,2182,0,0
02:01.1,74,2181,0,0
02:01.2,74,2182,0,0
02:01.2,74,2182,0,0
02:01.3,74,2183,0,0
02:01.4,74,2183,0,0
02:01.4,74,2185,0,0
02:01.5,74,2185,0,0
02:01.6,74,2185,0,0
02:01.6,74,2189,0,0
02:01.7,74,2189,0,0
02:01.8,74,2189,0,0
02:01.9,74,2191,0,0
02:01.9,74,2189,0,0
02:02.0,74,2189,0,0
02:02.1,74,2193,0,0
02:02.2,74,2195,0,0
02:02.3,74,2195,0,0
02:02.3,74,2196,0,0
02:02.4,74,2197,0,0
02:02.5,74,2200,0,0
02:02.5,74,2199,0,0
02:02.6,74,2200,0,0
02:02.7,74,2200,0,0
02:02.8,74,2200,0,0
02:02.8,74,2200,0,0
02:02.9,74,2197,0,0
02:02.9,74,2199,0,0
02:03.0,74,2199,0,0
02:03.1,74,2197,0,0
02:03.1,74,2199,0,0
02:03.2,74,2200,0,0
02:03.3,74,2201,0,0
02:03.3,74,2201,0,0
02:03.4,74,2200,0,0
02:03.5,74,2203,0,0
02:03.5,74,2205,0,0
02:03.6,74,2207,0,0
02:03.7,74,2205,0,0
02:03.7,74,2207,0,0
02:03.8,76,2205,0,0
02:03.9,76,2207,0,0
02:04.0,76,2207,0,0
02:04.0,76,2203,0,0
02:04.1,76,2203,0,0
02:04.2,76,2203,0,0
02:04.2,76,2205,0,0
02:04.3,76,2205,0,0
02:04.4,76,2205,0,0
02:04.4,76,2205,0,0
02:04.5,76,2203,0,0
02:04.6,76,2203,0,0
02:04.6,76,2207,0,0
02:04.7,76,2205,0,0
02:04.7,75,2203,0,0
02:04.8,75,2203,0,0
02:04.9,75,2203,0,0
02:05.0,75,2203,0,0
02:05.0,75,2200,0,0
02:05.1,75,2193,0,0
02:05.2,75,2189,0,0
02:05.3,75,2179,0,0
02:05.4,75,2169,0,0
02:05.4,75,2167,0,0
02:05.5,75,2158,0,0
02:05.6,75,2148,0,0
02:05.6,75,2141,0,0
02:05.7,75,2130,0,0
02:05.8,75,2121,0,0
02:05.8,75,2112,0,0
02:05.9,75,2106,0,0
02:05.9,75,2098,0,0
02:06.0,75,2089,0,0
02:06.1,75,2078,0,0
02:06.1,75,2070,0,0
02:06.2,74,2060,0,0
02:06.2,74,2052,0,0
02:06.3,74,2037,0,0
02:06.4,74,2028,0,0
02:06.5,74,2015,0,0
02:06.6,74,2003,0,0
02:06.6,74,1994,0,0
02:06.7,72,1980,0,0
02:06.8,72,1971,0,0
02:06.8,72,1963,0,0
02:06.9,72,1953,0,0
02:07.0,72,1944,0,0
02:07.0,72,1929,0,0
02:07.1,70,1918,0,0
02:07.2,70,1905,0,0
02:07.3,70,1894,0,0
02:07.3,70,1884,0,0
02:07.4,70,1875,0,0
02:07.5,70,1865,0,0
02:07.5,70,1855,0,0
02:07.6,67,1844,0,0
02:07.7,67,1835,0,0
02:07.8,67,1821,0,0
02:07.8,67,1806,0,0
02:07.9,67,1794,0,0
02:08.0,67,1785,0,0
02:08.0,67,1776,0,0
02:08.1,65,1763,0,0
02:08.2,65,1753,0,0
02:08.2,65,1745,0,0
02:08.3,65,1733,0,0
02:08.4,65,1722,0,0
02:08.4,65,1713,0,0
02:08.5,65,1701,0,0
02:08.6,63,1693,0,0
02:08.6,63,1685,0,0
02:08.7,63,1674,0,0
02:08.8,63,1660,0,0
02:08.8,63,1647,0,0
02:08.9,63,1635,0,0
02:08.9,63,1625,0,0
02:09.0,60,1614,0,0
02:09.1,60,1601,0,0
02:09.1,60,1591,0,0
02:09.2,60,1585,0,0
02:09.2,60,1578,0,0
02:09.3,60,1564,0,0
02:09.4,60,1562,0,0
02:09.5,60,1559,0,0
02:09.5,58,1556,0,0
02:09.6,58,1554,0,0
02:09.7,58,1553,0,0
02:09.8,58,1553,0,0
02:09.8,58,1552,0,0
02:09.9,58,1553,0,0
02:10.0,56,1556,0,0
02:10.0,56,1560,0,0
02:10.1,56,1562,0,0
02:10.2,56,1564,0,0
02:10.3,56,1562,0,0
02:10.3,56,1562,0,0
02:10.4,55,1563,0,0
02:10.5,55,1562,0,0
02:10.5,55,1561,0,0
02:10.6,55,1562,0,0
02:10.6,55,1562,0,0
02:10.7,55,1564,0,0
02:10.8,55,1562,0,0
02:10.8,55,1562,0,0
02:10.9,54,1563,0,0
02:11.0,54,1564,0,0
02:11.0,54,1563,0,0
02:11.1,54,1560,0,0
02:11.2,54,1560,0,0
02:11.3,54,1559,0,0
02:11.3,54,1558,0,0
02:11.4,54,1559,0,0
02:11.5,54,1561,0,0
02:11.5,54,1562,0,0
02:11.6,54,1562,0,0
02:11.7,54,1562,0,0
02:11.7,54,1563,0,0
02:11.8,54,1563,0,0
02:11.9,54,1560,0,0
02:12.0,54,1560,0,0
02:12.0,54,1559,0,0
02:12.1,54,1561,0,0
02:12.1,54,1562,0,0
02:12.2,54,1561,0,0
02:12.2,54,1562,0,0
02:12.3,54,1564,0,0
02:12.3,54,1565,0,0
02:12.4,54,1564,0,0
02:12.4,54,1565,0,0
02:12.5,54,1566,0,0
02:12.6,54,1567,0,0
02:12.6,54,1568,0,0
02:12.7,54,1567,0,0
02:12.8,54,1568,0,0
02:12.8,54,1565,0,0
02:12.9,54,1564,0,0
02:13.0,54,1563,0,0
02:13.1,54,1561,0,0
02:13.2,54,1562,0,0
02:13.3,54,1563,0,0
02:13.3,54,1564,0,0
02:13.4,54,1566,0,0
02:13.5,54,1566,0,0
02:13.6,54,1567,0,0
02:13.6,54,1567,0,0
02:13.7,54,1565,0,0
02:13.8,54,1563,0,0
02:13.9,54,1564,0,0
02:13.9,54,1564,0,0
02:14.0,54,1564,0,0
02:14.1,54,1563,0,0
02:14.1,54,1564,0,0
02:14.2,54,1565,0,0
02:14.2,54,1566,0,0
02:14.3,54,1564,0,0
02:14.4,54,1560,0,0
02:14.5,54,1558,0,0
02:14.5,54,1553,0,0
02:14.6,54,1547,0,0
02:14.7,54,1543,0,0
02:14.7,54,1535,0,0
02:14.8,54,1526,0,0
02:14.8,54,1521,0,0
02:14.9,54,1515,0,0
02:15.0,54,1507,0,0
02:15.1,54,1495,0,0
02:15.1,54,1490,0,0
02:15.2,54,1484,0,0
02:15.2,54,1479,0,0
02:15.3,54,1472,0,0
02:15.4,54,1466,0,0
02:15.5,54,1457,0,0
02:15.6,54,1450,0,0
02:15.6,53,1442,0,0
02:15.7,53,1435,0,0
02:15.8,53,1426,0,0
02:15.8,53,1416,0,0
02:15.9,53,1404,0,0
02:16.0,53,1395,0,0
02:16.0,53,1389,0,0
02:16.1,51,1383,0,0
02:16.2,51,1377,0,0
02:16.2,51,1371,0,0
02:16.3,51,1364,0,0
02:16.3,51,1357,0,0
02:16.4,51,1348,0,0
02:16.5,51,1335,0,0
02:16.6,49,1323,0,0
02:16.7,49,1311,0,0
02:16.8,49,1301,0,0
02:16.8,49,1289,0,0
02:16.9,49,1278,0,0
02:17.0,47,1271,0,0
02:17.1,47,1261,0,0
02:17.1,47,1256,0,0
02:17.2,47,1248,0,0
02:17.2,47,1244,0,0
02:17.3,47,1237,0,0
02:17.3,47,1231,0,0
02:17.4,47,1224,0,0
02:17.4,47,1216,0,0
02:17.5,46,1210,0,0
02:17.5,46,1203,0,0
02:17.6,46,1195,0,0
02:17.7,46,1183,0,0
02:17.8,46,1175,0,0
02:17.8,46,1166,0,0
02:17.9,46,1160,0,0
02:18.0,44,1147,0,0
02:18.0,44,1140,0,0
02:18.1,44,1132,0,0
02:18.2,44,1119,0,0
02:18.3,44,1108,0,0
02:18.3,44,1099,0,0
02:18.4,44,1088,0,0
02:18.4,42,1081,0,0
02:18.5,42,1073,0,0
02:18.5,42,1065,0,0
02:18.6,42,1061,0,0
02:18.6,42,1071,0,0
02:18.7,42,1109,0,0
02:18.8,42,1142,0,0
02:18.8,42,1174,0,0
02:18.9,39,1208,0,0
02:19.0,39,1226,0,0
02:19.0,39,1226,0,0
02:19.1,39,1207,0,0
02:19.2,39,1190,0,0
02:19.3,39,1201,0,0
02:19.3,39,1207,0,0
02:19.4,37,1191,0,0
02:19.4,37,1166,0,0
02:19.5,37,1122,0.14,0.14
02:19.6,37,1085,0.14,0.14
02:19.7,37,1053,0.14,0.14
02:19.8,37,1029,0.14,0.14
02:19.8,35,1014,0.14,0.14
02:19.9,35,1005,0.14,0.14
02:20.0,35,1018,0.14,0.14
02:20.1,35,1050,0.28,0.28
02:20.1,35,1089,0.28,0.28
02:20.2,35,1113,0.28,0.28
02:20.3,35,1129,0.28,0.28
02:20.3,33,1151,0.28,0.28
02:20.4,33,1158,0.28,0.28
02:20.5,33,1166,0.28,0.28
02:20.5,33,1161,0.28,0.28
02:20.6,33,1152,0.26,0.26
02:20.7,33,1145,0.26,0.26
02:20.7,33,1128,0.26,0.26
02:20.8,30,1114,0.26,0.26
02:20.9,30,1103,0.26,0.26
02:20.9,30,1092,0.26,0.26
02:21.0,30,1083,0.26,0.26
02:21.0,30,1070,0.26,0.26
02:21.1,30,1060,0.24,0.24
02:21.2,30,1048,0.24,0.24
02:21.3,28,1037,0.24,0.24
02:21.3,28,1028,0.24,0.24
02:21.4,28,1022,0.24,0.24
02:21.5,28,1015,0.24,0.24
02:21.5,28,1013,0.24,0.24
02:21.6,28,1009,0.24,0.24
02:21.7,26,1003,0.24,0.24
02:21.7,26,1002,0.24,0.24
02:21.8,26,1000,0.24,0.24
02:21.9,26,997,0.24,0.24
02:22.0,26,995,0.24,0.24
02:22.0,26,992,0.24,0.24
02:22.1,26,988,0.22,0.22
02:22.2,25,985,0.22,0.22
02:22.3,25,984,0.22,0.22
02:22.3,25,982,0.22,0.22
02:22.4,25,980,0.22,0.22
02:22.5,25,978,0.22,0.22
02:22.5,25,976,0.22,0.22
02:22.6,25,973,0.22,0.22
02:22.6,25,971,0.22,0.22
02:22.7,23,968,0.22,0.22
02:22.8,23,963,0.22,0.22
02:22.9,23,956,0.22,0.22
02:23.0,23,950,0.22,0.22
02:23.0,23,945,0.22,0.22
02:23.1,22,935,0.22,0.22
02:23.2,22,929,0.22,0.22
02:23.3,22,919,0.22,0.22
02:23.3,22,909,0.22,0.22
02:23.4,22,900,0.22,0.22
02:23.5,22,895,0.22,0.22
02:23.5,22,888,0.22,0.22
02:23.6,20,878,0.22,0.22
02:23.7,20,870,0.22,0.22
02:23.7,20,862,0.24,0.24
02:23.8,20,856,0.24,0.24
02:23.9,20,847,0.24,0.24
02:23.9,20,840,0.24,0.24
02:24.0,20,834,0.24,0.24
02:24.0,20,827,0.24,0.24
02:24.1,19,821,0.24,0.24
02:24.2,19,811,0.24,0.24
02:24.2,19,800,0.24,0.24
02:24.3,19,792,0.24,0.24
02:24.3,19,782,0.24,0.24
02:24.4,19,768,0.24,0.24
02:24.5,19,760,0.24,0.24
02:24.5,17,750,0.24,0.24
02:24.6,17,740,0.24,0.24
02:24.7,17,735,0.24,0.24
02:24.8,17,725,0.24,0.24
02:24.8,17,719,0.24,0.24
02:24.9,17,716,0.24,0.24
02:25.0,17,717,0.24,0.24
02:25.1,15,719,0.24,0.24
02:25.1,15,727,0.24,0.24
02:25.2,15,732,0.24,0.24
02:25.3,15,743,0.26,0.26
02:25.4,15,753,0.26,0.26
02:25.4,15,762,0.26,0.26
02:25.5,12,761,0.26,0.26
02:25.6,12,754,0.26,0.26
02:25.7,12,739,0.26,0.26
02:25.8,12,723,0.26,0.26
02:25.8,12,699,0.28,0.28
02:25.9,12,685,0.28,0.28
02:26.0,9,679,0.28,0.28
02:26.0,9,678,0.28,0.28
02:26.1,9,680,0.28,0.28
02:26.1,9,681,0.28,0.28
02:26.2,9,687,0.28,0.28
02:26.3,9,691,0.28,0.28
02:26.3,9,692,0.28,0.28
02:26.4,7,694,0.28,0.28
02:26.5,7,692,0.28,0.28
02:26.6,7,692,0.28,0.28
02:26.7,7,696,0.28,0.28
02:26.7,7,696,0.28,0.28
02:26.8,7,697,0.28,0.28
02:26.8,7,698,0.3,0.3
02:26.9,5,696,0.3,0.3
02:27.0,5,693,0.3,0.3
02:27.0,5,692,0.3,0.3
02:27.1,5,693,0.3,0.3
02:27.1,5,692,0.3,0.3
02:27.2,5,687,0.3,0.3
02:27.3,5,687,0.3,0.3
02:27.3,5,688,0.3,0.3
02:27.4,4,685,0.3,0.3
02:27.5,4,687,0.3,0.3
02:27.5,4,696,0.3,0.3
02:27.6,4,714,0.3,0.3
02:27.7,4,799,0.3,0.3
02:27.7,4,946,0.3,0.3
02:27.8,4,1117,0.3,0.3
02:27.9,3,1269,0.48,0.48
02:28.0,3,1375,0.48,0.48
02:28.1,3,1467,0.48,0.48
02:28.1,3,1525,0.48,0.48
02:28.2,3,1593,0.48,0.48
02:28.3,3,1629,0.48,0.48
02:28.3,3,1679,0.48,0.48
02:28.4,3,1707,1.16,1.16
02:28.5,3,1750,1.16,1.16
02:28.5,3,1767,1.16,1.16
02:28.6,3,1802,1.16,1.16
02:28.7,3,1861,1.16,1.16
02:28.8,7,1917,1.16,1.16
02:28.9,7,1978,1.16,1.16
02:28.9,7,2039,1.76,1.76
02:29.0,7,2060,1.76,1.76
02:29.1,7,2117,1.76,1.76
02:29.1,7,2175,1.76,1.76
02:29.2,7,2235,1.76,1.76
02:29.3,10,2292,1.76,1.76
02:29.4,10,2340,1.76,1.76
02:29.4,10,2372,1.76,1.76
02:29.5,10,2399,1.76,1.76
02:29.5,10,2426,1.76,1.76
02:29.6,10,2446,1.76,1.76
02:29.7,10,2481,1.76,1.76
02:29.8,14,2535,1.76,1.76
02:29.8,14,2517,1.76,1.76
02:29.9,14,2449,1.76,1.76
02:30.0,14,2347,1.66,1.66
02:30.0,14,2300,1.66,1.66
02:30.1,14,2239,1.66,1.66
02:30.2,14,2121,1.66,1.66
02:30.2,17,2054,1.66,1.66
02:30.3,17,1976,1.66,1.66
02:30.4,17,1933,1.66,1.66
02:30.5,17,1921,1.66,1.66
02:30.5,17,1907,1.58,1.58
02:30.6,17,1912,1.58,1.58
02:30.7,19,1944,1.58,1.58
02:30.8,19,1976,1.58,1.58
02:30.8,19,1994,1.58,1.58
02:30.9,19,2007,1.58,1.58
02:30.9,19,2017,1.58,1.58
02:31.0,19,2026,1.58,1.58
02:31.1,19,2045,1.46,1.46
02:31.2,22,2065,1.46,1.46
02:31.2,22,2082,1.46,1.46
02:31.3,22,2096,1.46,1.46
02:31.3,22,2103,1.46,1.46
02:31.4,22,2100,1.46,1.46
02:31.5,22,2094,1.46,1.46
02:31.5,22,2099,1.48,1.48
02:31.6,22,2094,1.48,1.48
02:31.7,25,2073,1.48,1.48
02:31.7,25,2036,1.48,1.48
02:31.8,25,1875,1.48,1.48
02:31.9,25,1754,1.48,1.48
02:31.9,25,1646,1.48,1.48
02:32.0,25,1542,1.48,1.48
02:32.1,27,1466,1.52,1.52
02:32.1,27,1413,1.52,1.52
02:32.2,27,1398,1.52,1.52
02:32.3,27,1436,1.52,1.52
02:32.3,27,1460,1.52,1.52
02:32.4,27,1450,1.52,1.52
02:32.5,27,1457,1.52,1.52
02:32.6,29,1500,1.52,1.52
02:32.6,29,1522,1.54,1.54
02:32.7,29,1558,1.54,1.54
02:32.8,29,1645,1.54,1.54
02:32.9,29,1714,1.54,1.54
02:32.9,29,1783,1.54,1.54
02:33.0,29,1850,1.54,1.54
02:33.1,31,1882,1.54,1.54
02:33.1,31,1903,1.74,1.74
02:33.2,31,1964,1.74,1.74
02:33.3,31,2014,1.74,1.74
02:33.3,31,2062,1.74,1.74
02:33.4,31,2080,1.74,1.74
02:33.4,31,2098,1.74,1.74
02:33.5,33,2115,1.74,1.74
